,Cell Type,Fold,AUPRC,Validation AUPRC
0,Chandelier,0,0.7652456860358161,0.2443198906356801
1,Chandelier,1,0.7357561211036612,0.26422014413177763
2,Chandelier,2,0.8639560203858898,0.11975267379679144
3,Chandelier,3,0.6646817765567765,0.16142857142857142
4,Chandelier,4,0.7027287223806391,0.13411371237458194
5,L2.3.IT,0,0.8313290086121017,0.3666666666666667
6,L2.3.IT,1,0.6536826272680236,0.30549905963212415
7,L2.3.IT,2,0.6849487469943113,0.46031746031746035
8,L2.3.IT,3,0.6701749141893621,0.125
9,L2.3.IT,4,0.8731155524388343,0.14575012800819254
10,L4.IT,0,0.886584595959596,0.3265873015873016
11,L4.IT,1,0.8223995151386455,1.0
12,L4.IT,2,0.8031485324869841,0.17777777777777776
13,L4.IT,3,0.9265644334232093,0.23618659420289856
14,L4.IT,4,0.6057877121071753,0.5074074074074074
15,L5.6.NP,0,0.9389899076317763,0.19914529914529916
16,L5.6.NP,1,1.0,0.5513888888888889
17,L5.6.NP,2,0.9586466165413534,0.32583333333333336
18,L5.6.NP,3,0.9730027968471902,0.14285714285714285
19,L5.6.NP,4,0.9457983536930905,0.37510822510822506
20,L5.ET,0,0.9220896793265214,0.420814479638009
21,L5.ET,1,0.7029034613868408,0.7064814814814815
22,L5.ET,2,0.8543711423155524,0.38066893424036286
23,L5.ET,3,0.8765772920397752,0.25203634085213034
24,L5.ET,4,0.8189596889657462,0.24285714285714285
25,L5.IT,0,0.8231567452620083,0.5398148148148149
26,L5.IT,1,0.7456114736501975,0.25
27,L5.IT,2,0.7291278793078737,0.2775974025974026
28,L5.IT,3,0.4920205792004249,0.4590909090909091
29,L5.IT,4,0.8145941829253522,0.2860042735042735
30,L6.CT,0,0.7970575610051713,0.2752939054409643
31,L6.CT,1,0.5576365418608447,0.2255952380952381
32,L6.CT,2,0.7381246770307189,0.65
33,L6.CT,3,0.6803773561872797,0.1690716690716691
34,L6.CT,4,0.8396300166415109,0.26041083099906626
35,L6.IT.Car3,0,0.9552032125875917,0.18359938672438672
36,L6.IT.Car3,1,0.9259980894126242,0.3068452380952381
37,L6.IT.Car3,2,0.7282086721291177,0.4772727272727273
38,L6.IT.Car3,3,0.8226973516679399,0.6982638888888889
39,L6.IT.Car3,4,0.975026635414447,0.22819264069264067
40,L6.IT,0,0.8245240054063583,0.26517273576097106
41,L6.IT,1,0.9102616535196504,0.165892094017094
42,L6.IT,2,0.7805901986469027,0.2791666666666667
43,L6.IT,3,0.9288640988640988,0.4116883116883117
44,L6.IT,4,0.9464099080267558,0.45707070707070707
45,L6b,0,0.8216007236227825,0.12866300366300368
46,L6b,1,0.5974679770268005,0.28273809523809523
47,L6b,2,0.6605171290924396,0.21542735042735045
48,L6b,3,0.7302694506829844,0.3576315789473684
49,L6b,4,0.5712012713716094,0.1625
50,Lamp5.Lhx6,0,0.5661506098107782,0.17197467846555067
51,Lamp5.Lhx6,1,0.4196796643746909,0.08125
52,Lamp5.Lhx6,2,0.5211290686038719,0.4053406084656085
53,Lamp5.Lhx6,3,0.6153432790007534,0.4401147387376228
54,Lamp5.Lhx6,4,0.6606150866914727,0.2104968944099379
55,Lamp5,0,0.5588815916654265,0.24031470139543232
56,Lamp5,1,0.6238534866681946,0.3348244348244348
57,Lamp5,2,0.765789340433283,0.1732142857142857
58,Lamp5,3,0.684529400332097,0.18063492063492065
59,Lamp5,4,0.6184711591864589,0.07893256169118239
60,Pax6,0,0.7038116978115944,0.4251805985552115
61,Pax6,1,0.8348262192975681,0.33286324786324784
62,Pax6,2,0.8051919238595149,0.188724389277242
63,Pax6,3,0.6059914261310869,0.2838859970438918
64,Pax6,4,0.6229436897026558,0.14416706530469198
65,Pvalb,0,0.6702631683399427,0.42182271632736024
66,Pvalb,1,0.6953061176800512,0.11274509803921567
67,Pvalb,2,0.8995736389214652,0.3154387726968372
68,Pvalb,3,0.732103305584082,0.16608758888170655
69,Pvalb,4,0.8457745777278447,0.202184179134307
70,Sncg,0,0.7409783880466991,0.33366207727109976
71,Sncg,1,0.6935095241016295,0.18737183868762813
72,Sncg,2,0.8850874360351106,0.09761904761904762
73,Sncg,3,0.8323686289630563,0.2841750841750842
74,Sncg,4,0.7279840170277048,0.21090225563909773
75,Sst,0,0.5771023024594454,0.184506500311098
76,Sst,1,0.6176645575379427,0.125
77,Sst,2,0.6764059395694084,0.15666666666666668
78,Sst,3,0.739199658118875,0.1893939393939394
79,Sst,4,0.6613801102013545,0.2892640692640692
80,Vip,0,0.5782061755260157,0.2910606060606061
81,Vip,1,0.7405745195142766,0.06666666666666667
82,Vip,2,0.7825343527027806,0.5092997198879552
83,Vip,3,0.6695296971029288,0.33573976799783256
84,Vip,4,0.6402376081823542,0.282258064516129
