,Cell Type,Fold,AUPRC,Validation AUPRC
0,Chandelier,0,0.31907106252631695,0.14857226107226107
1,Chandelier,1,0.43514077344995244,0.5
2,Chandelier,2,0.2429900191334225,0.3206115779645191
3,Chandelier,3,0.34155808787889946,0.15523809523809523
4,Chandelier,4,0.406712053790646,0.14727626669396854
5,L2.3.IT,0,0.42399403035045446,0.325
6,L2.3.IT,1,0.3670746663870734,0.2176043956043956
7,L2.3.IT,2,0.36525374334781274,0.26666666666666666
8,L2.3.IT,3,0.24193892007919543,0.17219015214683733
9,L2.3.IT,4,0.35591216653716645,0.5555555555555556
10,L4.IT,0,0.6668415508068989,0.2777777777777778
11,L4.IT,1,0.5472145909645909,0.45972222222222214
12,L4.IT,2,0.488145342312009,0.6111111111111112
13,L4.IT,3,0.473031607470383,0.7222222222222222
14,L4.IT,4,0.495401767688519,0.3625
15,L5.6.NP,0,0.5585809038934039,0.8041666666666667
16,L5.6.NP,1,0.6121908624286341,0.8928571428571428
17,L5.6.NP,2,0.7676409945029249,0.48333333333333334
18,L5.6.NP,3,0.7918711767652796,0.47885558069381595
19,L5.6.NP,4,0.7511246065503625,0.3333333333333333
20,L5.ET,0,0.40063354233026893,0.713034188034188
21,L5.ET,1,0.2474502974297973,0.5384279300945968
22,L5.ET,2,0.694000308635554,0.20616883116883117
23,L5.ET,3,0.511962676717842,0.5
24,L5.ET,4,0.4963871590400594,0.4255952380952381
25,L5.IT,0,0.3789932710090036,0.154985754985755
26,L5.IT,1,0.3866666400057733,0.18009768009768012
27,L5.IT,2,0.2692074011939184,0.4600389863547758
28,L5.IT,3,0.45497566857603156,0.30101010101010106
29,L5.IT,4,0.3902216468804648,0.19632604237867396
30,L6.CT,0,0.47180772552951633,0.5324033109747395
31,L6.CT,1,0.6409104216107797,0.10795454545454546
32,L6.CT,2,0.5018759383784425,0.6388888888888888
33,L6.CT,3,0.533210392075798,0.51
34,L6.CT,4,0.4162963095663982,0.5687830687830688
35,L6.IT.Car3,0,0.516303387363333,0.13596491228070173
36,L6.IT.Car3,1,0.4028418843853365,0.40238095238095234
37,L6.IT.Car3,2,0.30673383979310764,0.29913419913419914
38,L6.IT.Car3,3,0.4521286406585894,0.5986467236467237
39,L6.IT.Car3,4,0.6110687107010636,0.2913614163614164
40,L6.IT,0,0.42004355384487935,0.47964285714285715
41,L6.IT,1,0.42497107132162926,0.17142857142857143
42,L6.IT,2,0.42415106274618164,0.49831649831649827
