,Cell Type,Fold,AUPRC,Validation AUPRC
0,Chandelier,0,0.8408692415436465,0.6472593591837013
1,Chandelier,1,0.7132214883166544,0.7637820005677929
2,Chandelier,2,0.6784598173578963,0.869572056137153
3,Chandelier,3,0.6678552440430894,0.7667033230678381
4,Chandelier,4,0.829224606875914,0.4956734836045181
5,L2.3.IT,0,0.4871962656458479,0.38107073766897814
6,L2.3.IT,1,0.47521863285548116,0.45765240569162136
7,L2.3.IT,2,0.48369660388193664,0.36008702364518375
8,L2.3.IT,3,0.5751123060175289,0.6710939686879537
9,L2.3.IT,4,0.4979092460452535,0.520517426642366
10,L4.IT,0,0.6266746615569377,0.5350467014869188
11,L4.IT,1,0.5917505805382324,0.49030755845706137
12,L4.IT,2,0.6055598039559016,0.6317013759410072
13,L4.IT,3,0.5391238105053006,0.463661728176918
14,L4.IT,4,0.5826923590787867,0.7027127457833979
15,L5.6.NP,0,0.6366657043274455,0.489505670192169
16,L5.6.NP,1,0.5782230395001602,0.42764539972841054
17,L5.6.NP,2,0.5999752431760288,0.624865193515849
18,L5.6.NP,3,0.5428675839541695,0.5210397148019099
19,L5.6.NP,4,0.6187127605347421,0.41920324662469094
20,L5.ET,0,0.5746762425156082,0.4472131267694968
21,L5.ET,1,0.6108695368208863,0.35785428884566817
22,L5.ET,2,0.5915286172104792,0.5202697399530944
23,L5.ET,3,0.6863967062002624,0.3772831936585655
24,L5.ET,4,0.6157661435393886,0.2939652738565782
25,L5.IT,0,0.47451889656869645,0.5840089264714744
26,L5.IT,1,0.5823700393207174,0.3465192676055734
27,L5.IT,2,0.547302412283126,0.35588756833894136
28,L5.IT,3,0.508949563399298,0.5313810989480414
29,L5.IT,4,0.4638212333314579,0.4070970738927395
30,L6.CT,0,0.4655181594625918,0.44870237901584653
31,L6.CT,1,0.5775016670558066,0.46356701154433955
32,L6.CT,2,0.4671464304431264,0.36938382164592526
33,L6.CT,3,0.5362554894498732,0.47836880394338055
34,L6.CT,4,0.441758480073116,0.6400682420073002
35,L6.IT.Car3,0,0.6387671209321518,0.43051121719674545
36,L6.IT.Car3,1,0.5457044555214827,0.44096315093166893
37,L6.IT.Car3,2,0.5476505521558759,0.519388142530371
38,L6.IT.Car3,3,0.3879315277111738,0.6124054968448007
39,L6.IT.Car3,4,0.5256222218156568,0.35973185692516557
40,L6.IT,0,0.6267144631382973,0.7135241301907969
41,L6.IT,1,0.8085999390135488,0.6968855359616228
42,L6.IT,2,0.7948752587896346,0.520182371489561
43,L6.IT,3,0.5916210661750008,0.8238425925925927
44,L6.IT,4,0.738901203482488,0.6393372974018136
45,L6b,0,0.5991545756233878,0.5834983218673041
46,L6b,1,0.613555748180144,0.44890878180126215
47,L6b,2,0.5899295080842886,0.43920729419319865
48,L6b,3,0.6248606958772185,0.3922351405259994
49,L6b,4,0.5096522338935364,0.6295399891185661
50,Lamp5.Lhx6,0,0.8450108461034447,0.8739217651158473
51,Lamp5.Lhx6,1,0.8787288279070848,0.7242530345471523
52,Lamp5.Lhx6,2,0.8563524499973658,0.8794059818298041
53,Lamp5.Lhx6,3,0.8364333835711464,0.6554487633887593
54,Lamp5.Lhx6,4,0.8452219529255752,0.8264097162662671
55,Lamp5,0,0.7949786221265747,0.8539258325262382
56,Lamp5,1,0.7847462441385464,0.676771246040921
57,Lamp5,2,0.8160452744659387,0.7896214284863711
58,Lamp5,3,0.8217127125969933,0.7330276196725423
59,Lamp5,4,0.7193568606136369,0.8438733382899419
60,Pax6,0,0.7134529372609852,0.7503621544284389
61,Pax6,1,0.7257631041551644,0.6450568874355419
62,Pax6,2,0.6702424040887278,0.7161807473705728
63,Pax6,3,0.715464815892361,0.4295695457676977
64,Pax6,4,0.7335586074594919,0.7314285342471616
65,Pvalb,0,0.6827229549799655,0.5231864397499073
66,Pvalb,1,0.7540898199860343,0.6719891845627141
67,Pvalb,2,0.789754681563587,0.6434474573528471
68,Pvalb,3,0.7817043900721414,0.6494799145034469
69,Pvalb,4,0.7082616824582637,0.8682467468863904
70,Sncg,0,0.7194089000533083,0.5742214516507381
71,Sncg,1,0.7829678145284705,0.6319201606861453
72,Sncg,2,0.7729006169361365,0.6946826980534762
73,Sncg,3,0.7044165226948562,0.6640017788724685
74,Sncg,4,0.734549797767933,0.6397525676937442
75,Sst,0,0.804416089729639,0.49981415134489854
76,Sst,1,0.7227859684817856,0.7667009615771225
77,Sst,2,0.7619574309573482,0.8130281366625903
78,Sst,3,0.717283151681214,0.6496667776500784
79,Sst,4,0.7547486493811839,0.6949349795503641
80,Vip,0,0.8422541596794744,0.5236270673770674
81,Vip,1,0.7686224575612711,0.8053205789994408
82,Vip,2,0.7355846573761887,0.8458268971924432
83,Vip,3,0.7539064543880968,0.9479945157117122
84,Vip,4,0.8056887809231398,0.6138713526693066
85,astro,0,0.9208774313068376,0.9045212580300674
86,astro,1,0.8138306803482476,0.8872397129223517
87,astro,2,0.9121773929032329,0.8188971970420815
88,astro,3,0.9474264315374152,0.8775226803883462
89,astro,4,0.8076505736583592,0.7162690841662558
90,endo,0,0.8197518521217525,0.873437139465367
91,endo,1,0.8382761101570737,0.8445361580838421
92,endo,2,0.8140891462516391,0.6481947377346178
93,endo,3,0.7816869512813777,0.7789270106806675
94,endo,4,0.8209338269768233,0.8567440624035314
95,micro,0,0.6121621748768836,0.6205524254073757
96,micro,1,0.6268432128830728,0.7023659457947744
97,micro,2,0.6230560399791447,0.5855303708071593
98,micro,3,0.690432603507286,0.5242984615648033
99,micro,4,0.6486446888457452,0.6482947561021837
100,oligo,0,0.7552129134770034,0.7364953003073753
101,oligo,1,0.7390580494582483,0.6333964174944975
102,oligo,2,0.7301228495589082,0.7684784742658168
103,oligo,3,0.6192812972652667,0.6831270592306431
104,oligo,4,0.7304359795657344,0.7381786811321646
105,opc,0,0.6879389933330896,0.8005942617375941
106,opc,1,0.571821249373489,0.5790316819449253
107,opc,2,0.6944081507036186,0.7253794620164429
108,opc,3,0.7950831466329957,0.6901495723500322
109,opc,4,0.7584738312142891,0.8043079813369669
110,vlmc,0,0.6802786952427995,0.7344535377514169
111,vlmc,1,0.6970978562271897,0.764206634723194
112,vlmc,2,0.6673814405644564,0.5153818095302256
113,vlmc,3,0.6927689003221076,0.5532263517210061
114,vlmc,4,0.6744375278512962,0.8128013436387433
