,Cell Type,Fold,AUPRC,Validation AUPRC
0,astro,0,1.0,1.0
1,astro,1,1.0,1.0
2,astro,2,1.0,1.0
3,astro,3,1.0,1.0
4,astro,4,1.0,1.0
5,endo,0,1.0,1.0
6,endo,1,1.0,1.0
7,endo,2,1.0,1.0
8,endo,3,1.0,1.0
9,endo,4,1.0,1.0
10,excitatory,0,1.0,1.0
11,excitatory,1,1.0,1.0
12,excitatory,2,1.0,1.0
13,excitatory,3,1.0,1.0
14,excitatory,4,1.0,1.0
15,inhibitory,0,1.0,1.0
16,inhibitory,1,1.0,1.0
17,inhibitory,2,1.0,1.0
18,inhibitory,3,1.0,1.0
19,inhibitory,4,1.0,1.0
20,micro,0,1.0,1.0
21,micro,1,1.0,1.0
22,micro,2,1.0,1.0
23,micro,3,1.0,1.0
24,micro,4,1.0,1.0
25,oligo,0,1.0,1.0
26,oligo,1,1.0,1.0
27,oligo,2,1.0,1.0
28,oligo,3,1.0,1.0
29,oligo,4,1.0,1.0
30,opc,0,1.0,1.0
31,opc,1,1.0,1.0
32,opc,2,1.0,1.0
33,opc,3,1.0,1.0
34,opc,4,1.0,0.9999999999999998
35,vlmc,0,1.0,1.0
36,vlmc,1,1.0,1.0
37,vlmc,2,1.0,1.0
38,vlmc,3,1.0,1.0
39,vlmc,4,1.0,1.0
