,Cell Type,Fold,AUPRC,Validation AUPRC
0,Chandelier,0,0.8417594229137026,0.8350215702819777
1,Chandelier,1,0.8782186031241884,0.695813216325143
2,Chandelier,2,0.7878310229365709,0.8021636743167271
3,Chandelier,3,0.9045200968131,0.6501846653480582
4,Chandelier,4,0.9150532567358663,0.7326642507385576
5,L2.3.IT,0,0.726353205632305,0.7379313754418311
6,L2.3.IT,1,0.782496271065592,0.677952431446962
7,L2.3.IT,2,0.7474765364860603,0.6526271663257217
8,L2.3.IT,3,0.8665571897931943,0.6663387280325687
9,L2.3.IT,4,0.827891741261568,0.6367191403815095
10,L4.IT,0,0.8215391720272149,0.6482593756186156
11,L4.IT,1,0.7761575646272479,0.5905659288076189
12,L4.IT,2,0.8576761179641795,0.39163641612945016
13,L4.IT,3,0.7242979811196344,0.6572294664776486
14,L4.IT,4,0.7889260227895841,0.6451713532816219
15,L5.6.NP,0,0.881465384350233,0.6992322035730674
16,L5.6.NP,1,0.8419080587606099,0.5918795415058051
17,L5.6.NP,2,0.8438315465775285,0.7150555141276909
18,L5.6.NP,3,0.7852853691944868,0.7147880882558302
19,L5.6.NP,4,0.794903126898025,0.6699151285956841
20,L5.ET,0,0.8672045008655311,0.5717298124557049
21,L5.ET,1,0.7951239869118687,0.5266440421521479
22,L5.ET,2,0.9096718767527141,0.5052214669508487
23,L5.ET,3,0.9268461871898546,0.4368370674114886
24,L5.ET,4,0.8933196135572958,0.6185166016048369
25,L5.IT,0,0.6678341301032203,0.7591090744117974
26,L5.IT,1,0.7011360106124773,0.5022075026299297
27,L5.IT,2,0.809584021195021,0.5688656969415803
28,L5.IT,3,0.7990538264318797,0.5679703400044387
29,L5.IT,4,0.7500287524914152,0.6249377006697001
30,L6.CT,0,0.7603509451016361,0.6836910544596881
31,L6.CT,1,0.7511212023373584,0.8085271823371851
32,L6.CT,2,0.7952475072281379,0.5959853291690793
33,L6.CT,3,0.7772084420459466,0.6674822638990792
34,L6.CT,4,0.7712738349998756,0.6861318111308405
35,L6.IT.Car3,0,0.6565525017009338,0.6275141181487931
36,L6.IT.Car3,1,0.7472032651645343,0.5105149571335202
37,L6.IT.Car3,2,0.7667465407589861,0.7382985881595501
38,L6.IT.Car3,3,0.7253681425784699,0.5133679040064654
39,L6.IT.Car3,4,0.8226614181753529,0.5866901725020356
40,L6.IT,0,0.9426168936918796,0.7568448870999558
41,L6.IT,1,0.8666255430715175,0.8387635292773802
42,L6.IT,2,0.8766625409187309,0.5745449600129906
43,L6.IT,3,0.8945065864195798,0.7752058169392265
44,L6.IT,4,0.9229054618775747,0.8942471803965022
45,L6b,0,0.7749663434823055,0.6710850783219497
46,L6b,1,0.8192072733458584,0.6828058690857035
47,L6b,2,0.776697685899546,0.6848253085834288
48,L6b,3,0.7664279936976622,0.6399738441495442
49,L6b,4,0.8128710016770377,0.5341409739905981
50,Lamp5.Lhx6,0,0.978776434891057,0.7167662841850908
51,Lamp5.Lhx6,1,0.9305010886250699,0.8256800771739465
52,Lamp5.Lhx6,2,0.9121959287593286,0.7726396821114345
53,Lamp5.Lhx6,3,0.8791728986796856,0.85364665705787
54,Lamp5.Lhx6,4,0.8977615960782214,0.6563894747021899
55,Lamp5,0,0.8894917260927522,0.8689316475468277
56,Lamp5,1,0.860456871347835,0.6572695562103231
57,Lamp5,2,0.9083212453833918,0.7245406813667177
58,Lamp5,3,0.9395413782476917,0.671927093861838
59,Lamp5,4,0.8458903702131657,0.9241950567144588
60,Pax6,0,0.8109002929630451,0.8698732260833155
61,Pax6,1,0.9215720582992504,0.6967905194220984
62,Pax6,2,0.9416363801832524,0.5843566570317706
63,Pax6,3,0.8273928951394235,0.7286906552229133
64,Pax6,4,0.9486992725545629,0.6400572564912186
65,Pvalb,0,0.8740187403312576,0.7397128208835042
66,Pvalb,1,0.9211727802212323,0.8789367657261271
67,Pvalb,2,0.8886715418156219,0.8434735937795667
68,Pvalb,3,0.8698009588664168,0.8631675761029476
69,Pvalb,4,0.914721182151449,0.5184417217887982
70,Sncg,0,0.8427305207356276,0.6053587452110534
71,Sncg,1,0.8247929370431892,0.8755811188264895
72,Sncg,2,0.8364315750420405,0.524521963965756
73,Sncg,3,0.8611596128135329,0.6398670147454693
74,Sncg,4,0.896625932467632,0.7912470605503501
75,Sst,0,0.9083402403733399,0.6598568197111163
76,Sst,1,0.9467319558923397,0.7352215405280421
77,Sst,2,0.9270306439455681,0.7108210523451497
78,Sst,3,0.8857188197909407,0.739387435940428
79,Sst,4,0.9401327084424759,0.7596404522463913
80,Vip,0,0.8636722168539099,0.9546088954269729
81,Vip,1,0.9270356338873891,0.8417320624168848
82,Vip,2,0.9144889258466543,0.8466745326370994
83,Vip,3,0.9331926761357199,0.7757225380324049
84,Vip,4,0.9158187181169373,0.8188855698143624
