,Cell Type,Fold,AUPRC,Validation AUPRC
0,astro,0,0.12124429683155977,0.09343917839274701
1,astro,1,0.11753025619008092,0.14604964380694144
2,astro,2,0.13872924131445566,0.11603037619670203
3,astro,3,0.12998225750992062,0.09304934996717815
4,astro,4,0.11995148789075255,0.12931647740496627
5,endo,0,0.1453319340019787,0.1369654457701362
6,endo,1,0.15171535494828237,0.14910144373251677
7,endo,2,0.16624943910298093,0.1478611508181519
8,endo,3,0.17373086352789602,0.19377350245178784
9,endo,4,0.13993447365866735,0.12839278250509334
10,excitatory,0,0.13913467197044518,0.08394214383822612
11,excitatory,1,0.12328524966279433,0.1223659690319791
12,excitatory,2,0.17375906077028586,0.10346799357559532
13,excitatory,3,0.14072697679834703,0.1764317821982139
14,excitatory,4,0.10199875139939171,0.18111481804948937
15,inhibitory,0,0.15473002425975102,0.11117018801393078
16,inhibitory,1,0.1402315346713105,0.1080898651174148
17,inhibitory,2,0.11773773580635785,0.129603714743122
18,inhibitory,3,0.10919489143252498,0.1496340674765201
19,inhibitory,4,0.14719108875473583,0.12904573479695713
20,micro,0,0.13557662002534868,0.12589344627325066
21,micro,1,0.1727806859363628,0.18306217107993142
22,micro,2,0.17599600780296193,0.12162023381062938
23,micro,3,0.16515544218336203,0.19518340251154842
24,micro,4,0.18949548746227624,0.1800263141389701
25,oligo,0,0.14134781984031997,0.13062958252284596
26,oligo,1,0.1483512628990182,0.15843331743126318
27,oligo,2,0.14109952516468033,0.12607615834492558
28,oligo,3,0.14427434992213437,0.1806334978515471
29,oligo,4,0.1531174940962543,0.14973858531800696
30,opc,0,0.1360888466036443,0.12124079260327598
31,opc,1,0.11853077613613451,0.13331921976818095
32,opc,2,0.15349704733696262,0.12168208270982384
33,opc,3,0.1455615075908922,0.12995117771290046
34,opc,4,0.14292373985560658,0.1393227309341034
35,vlmc,0,0.10441585499382525,0.11108168337062223
36,vlmc,1,0.1137336491794833,0.12611490095719924
37,vlmc,2,0.10214264275538035,0.08803351490410286
38,vlmc,3,0.12502279827031962,0.14407373714185634
39,vlmc,4,0.11335631723340175,0.10282184238976323
