,Cell Type,Fold,AUPRC,Validation AUPRC
0,Chandelier,0,0.7566897175192105,0.11422871897384641
1,Chandelier,1,0.8082983193277311,0.1291005291005291
2,Chandelier,2,0.46993069352249695,0.14444444444444443
3,Chandelier,3,0.8010148479938535,0.10357142857142856
4,Chandelier,4,0.4360921507067259,0.15624542124542123
5,L2.3.IT,0,0.5304607450774498,0.09708605664488018
6,L2.3.IT,1,0.6834849484665662,0.25157894736842107
7,L2.3.IT,2,0.6812186665991014,0.03571428571428571
8,L2.3.IT,3,0.821560975788917,0.16666666666666666
9,L2.3.IT,4,0.8642917267917267,0.37287950145093
10,L4.IT,0,0.8012499999999999,0.2396969696969697
11,L4.IT,1,0.6893248392474398,0.45
12,L4.IT,2,0.7450172351700366,0.17838319088319088
13,L4.IT,3,0.7894250480219078,0.09090909090909091
14,L4.IT,4,0.7137556680555402,0.21794871794871795
15,L5.6.NP,0,0.819798880349723,0.13333333333333333
16,L5.6.NP,1,0.8536091493287523,0.22617039393355182
17,L5.6.NP,2,0.9705555555555555,0.22852564102564102
18,L5.6.NP,3,0.8801851151910702,0.1402116402116402
19,L5.6.NP,4,0.8949936011700717,0.2958333333333333
20,L5.ET,0,0.8794031676384619,0.20105820105820105
21,L5.ET,1,0.6640036135793367,0.2571091518224376
22,L5.ET,2,0.8235837804376923,0.22186147186147184
23,L5.ET,3,0.7870328371974233,0.2621428571428571
24,L5.ET,4,0.7669898782994917,0.13483758888170655
25,L5.IT,0,0.641719982692205,0.24425245806824752
26,L5.IT,1,0.8551975730091934,0.045454545454545456
27,L5.IT,2,0.6381616307804787,0.2666467304625199
28,L5.IT,3,0.7923129306697612,0.6095238095238096
29,L5.IT,4,0.439394352680966,0.41069264069264066
30,L6.CT,0,0.5372970486399278,0.24566993464052284
31,L6.CT,1,0.5906845371244106,0.20904761904761907
32,L6.CT,2,0.5549828815168966,0.5444444444444444
33,L6.CT,3,0.7158259886446162,0.12698412698412698
34,L6.CT,4,0.8035266148620186,0.43632478632478633
35,L6.IT.Car3,0,0.6928893214628509,-0.0
36,L6.IT.Car3,1,0.7001318193915945,0.2522486772486773
37,L6.IT.Car3,2,0.6917168918708775,0.375
38,L6.IT.Car3,3,0.9410902822667528,0.18157910912261294
39,L6.IT.Car3,4,0.4971198387351453,0.3146825396825397
40,L6.IT,0,0.7481310986317411,0.4555555555555555
41,L6.IT,1,0.9147278789973889,0.08712121212121213
42,L6.IT,2,0.8865283136848203,0.5525133689839572
43,L6.IT,3,0.8396422325555621,0.5
44,L6.IT,4,0.900151591328062,0.37338976812661023
45,L6b,0,0.52273678336761,0.25841750841750843
46,L6b,1,0.9084071484071483,0.058823529411764705
47,L6b,2,0.6653199706704087,0.4898989898989899
48,L6b,3,0.9396808042318878,0.16567460317460317
49,L6b,4,0.7460688088246108,0.2378167641325536
50,Lamp5.Lhx6,0,0.6357195139803835,0.6515508021390375
51,Lamp5.Lhx6,1,0.6263409912511487,0.08083333333333334
52,Lamp5.Lhx6,2,0.7815951109658202,0.10551051310064594
53,Lamp5.Lhx6,3,0.6295930075245985,0.24963210702341138
54,Lamp5.Lhx6,4,0.7189596645126269,0.04791666666666666
55,Lamp5,0,0.7666329213204213,0.34922235023041476
56,Lamp5,1,0.48684526868631506,0.15555555555555556
57,Lamp5,2,0.47443348907889654,0.11904761904761904
58,Lamp5,3,0.5344437828803407,0.15621284963390228
59,Lamp5,4,0.5555474093743326,0.19775132275132273
60,Pax6,0,0.459985592997205,0.40175438596491225
61,Pax6,1,0.8001508771729362,0.386684743827601
62,Pax6,2,0.8997322329016695,0.27582671957671956
63,Pax6,3,0.7612965390172259,0.375
64,Pax6,4,0.7644855991639081,0.2998442714126808
65,Pvalb,0,0.6377691873344047,0.199512987012987
66,Pvalb,1,0.675052130225911,0.2303030303030303
67,Pvalb,2,0.38526907715243147,0.09347826086956522
68,Pvalb,3,0.704774844720497,0.18940502222756217
69,Pvalb,4,0.7353174603174603,0.11053391053391054
70,Sncg,0,0.7620726495726495,0.4699764521193092
71,Sncg,1,0.766095941095941,0.17711739241151003
72,Sncg,2,0.8069637283464195,0.09545454545454546
73,Sncg,3,0.8025285701058578,0.12037037037037036
74,Sncg,4,0.6398222120696132,0.1610007639419404
75,Sst,0,0.6891025641025641,0.29935897435897435
76,Sst,1,0.8283482864616405,0.21459694989106753
77,Sst,2,0.6579075110189662,0.063894523326572
78,Sst,3,0.5921630193851873,0.4114285714285714
79,Sst,4,0.725609362102329,0.1611952861952862
80,Vip,0,0.5726807718008545,0.1817927170868347
81,Vip,1,0.5527522334193783,0.6844827586206896
82,Vip,2,0.7848197818263607,0.11752136752136752
83,Vip,3,0.7328146618744052,0.11560301720484786
84,Vip,4,0.6718292890137217,0.13115089514066497
