Drug ID,Species,BBB,Genes,Num Genes,Mean Mean,Mean STD,Drug Relevance Score
DB00228,Humans,True,"['CACNA1E', 'CACNA2D2', 'CACNA2D3', 'CACNB2', 'CACNG3', 'CACNG4', 'GABRA2', 'GABRA5', 'GABRA6', 'GABRG3']",10,0.056529831653999996,0.03193359291575074,1.0
DB11148,Humans,True,"['CACNA1E', 'CACNA2D2', 'CACNA2D3', 'CACNB2', 'CACNG3', 'CACNG4']",6,0.06694975268333334,0.042570634149465214,0.9173750198384246
DB13025,Humans,False,"['ADRA1A', 'DRD3', 'HTR1E', 'HTR4', 'HTR7']",5,0.06129593514399996,0.02825351556002016,0.7667238718271734
DB13345,Humans,False,"['ADRA1A', 'DRD3', 'HTR1E', 'HTR4', 'HTR7']",5,0.06129593514399996,0.02825351556002016,0.7667238718271734
DB01049,Humans,True,"['ADRA1A', 'DRD3', 'HTR1E', 'HTR4', 'HTR7']",5,0.06129593514399996,0.02825351556002016,0.7667238718271734
DB11273,Humans,False,"['ADRA1A', 'HTR1E', 'HTR4', 'HTR7']",4,0.06787926399499997,0.0282735077578948,0.7594329359899007
DB01239,Humans,False,"['DRD3', 'HTR1E', 'HTR4', 'HTR7']",4,0.06775607233499997,0.030571921371645275,0.758054668187083
DB00591,Humans,False,"['ANXA2', 'ANXA4', 'NR3C1']",3,0.06822559580666664,0.025143669412489567,0.6610438547077648
DB09091,Humans,False,"['HDAC2', 'NR3C1']",2,0.08151251129999995,0.0117509431214209,0.6448542688013562
DB06637,Humans,False,"['KCNB2', 'KCNC2']",2,0.0810747322,0.0249091593568679,0.6413909511225769
DB00463,Humans,True,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRA6', 'GABRG3']",7,0.042995335891428545,0.015456841434209214,0.6363450556148741
DB00241,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRA6', 'GABRG3']",7,0.042995335891428545,0.015456841434209214,0.6363450556148741
DB00794,Humans,True,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRA6', 'GABRG3']",7,0.042995335891428545,0.015456841434209214,0.6363450556148741
DB00312,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRA6', 'GABRG3']",7,0.042995335891428545,0.015456841434209214,0.6363450556148741
DB00306,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRA6', 'GABRG3']",7,0.042995335891428545,0.015456841434209214,0.6363450556148741
DB00371,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRA6', 'GABRG3']",7,0.042995335891428545,0.015456841434209214,0.6363450556148741
DB00675,Humans,False,"['ESR1', 'ESR2', 'PRKCA', 'PRKCE', 'PRKCQ']",5,0.05024797995999998,0.022441626062161418,0.6285298634553357
DB13872,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB01559,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB01545,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB01544,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB01589,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB01553,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB01588,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB14028,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB00829,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB00475,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB00842,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB13335,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB00349,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB13437,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB01587,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB00897,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB09166,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB01558,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
DB00404,Humans,False,"['GABRA2', 'GABRA2', 'GABRA5', 'GABRA5', 'GABRA6', 'GABRG3', 'GABRG3']",7,0.04024740058285712,0.0157673524090803,0.5956747128787551
