,Cell Type,Fold,AUPRC,Validation AUPRC
0,Chandelier,0,0.9165831763665022,0.6776700694385842
1,Chandelier,1,0.8371970480741541,0.6891768535144961
2,Chandelier,2,0.9031825933649062,0.6558383360280867
3,Chandelier,3,0.8537130216805978,0.777421962280056
4,Chandelier,4,0.8663649233948902,0.7850623355327855
5,L2.3.IT,0,0.7772138056211407,0.5989016070009168
6,L2.3.IT,1,0.7926037044624065,0.7251504361745491
7,L2.3.IT,2,0.7981655210359995,0.6486572527290895
8,L2.3.IT,3,0.7685461684199265,0.6264722431882799
9,L2.3.IT,4,0.8169214050419777,0.639680469659067
10,L4.IT,0,0.7744564403084002,0.6907105467273836
11,L4.IT,1,0.8192294039731784,0.5013331900279246
12,L4.IT,2,0.6775773545260411,0.656253558143629
13,L4.IT,3,0.8187032156614986,0.4781902743807611
14,L4.IT,4,0.7042026964178792,0.6160622223501453
15,L5.6.NP,0,0.8249952288964146,0.6084561437127168
16,L5.6.NP,1,0.7759647496269186,0.7804618669419342
17,L5.6.NP,2,0.8287185996849123,0.5659165003508433
18,L5.6.NP,3,0.6935452586008252,0.770996260735696
19,L5.6.NP,4,0.78071462899122,0.46346099455841383
20,L5.ET,0,0.7973913977785105,0.5400008308308544
21,L5.ET,1,0.7338243973644917,0.5597890433283013
22,L5.ET,2,0.7973450866281347,0.43125802811670744
23,L5.ET,3,0.7201892417317028,0.4716527735242325
24,L5.ET,4,0.7442387884560242,0.5309960778145101
25,L5.IT,0,0.7248718504073594,0.546137987069484
26,L5.IT,1,0.837409248803447,0.6188497166291899
27,L5.IT,2,0.7574424891892889,0.658973288156507
28,L5.IT,3,0.7194267329486044,0.7929017352832759
29,L5.IT,4,0.7570018026956956,0.5805977315909421
30,L6.CT,0,0.7677091831091768,0.6052977328636702
31,L6.CT,1,0.759802254552592,0.6739585399326761
32,L6.CT,2,0.7275973918958509,0.7141400350157339
33,L6.CT,3,0.7564285116676899,0.6294740907982809
34,L6.CT,4,0.7837114544369452,0.6614132936002375
35,L6.IT.Car3,0,0.8025110432229619,0.38133456473416427
36,L6.IT.Car3,1,0.7087524643644042,0.6612867669152835
37,L6.IT.Car3,2,0.7952372674215783,0.7047089796590076
38,L6.IT.Car3,3,0.703338421489006,0.6676722262186701
39,L6.IT.Car3,4,0.7584059581705419,0.6795399005011273
40,L6.IT,0,0.8159693592850522,0.8006133410586009
41,L6.IT,1,0.8156082913409564,0.6246286499296113
42,L6.IT,2,0.8613472806308602,0.6998407619377873
43,L6.IT,3,0.8129203698516877,0.6973523844298664
44,L6.IT,4,0.8302027037794724,0.6515488843622905
45,L6b,0,0.7296257422315374,0.5211226361037422
46,L6b,1,0.7676328797162777,0.6407776801857643
47,L6b,2,0.7089669280367736,0.6769636810065601
48,L6b,3,0.726584621664363,0.7476212529006798
49,L6b,4,0.7619721387895656,0.6400888269095455
50,Lamp5.Lhx6,0,0.8895501047692711,0.7118836195802953
51,Lamp5.Lhx6,1,0.9465002351924827,0.7204733281563671
52,Lamp5.Lhx6,2,0.915494623656944,0.8503657396408157
53,Lamp5.Lhx6,3,0.9283101092939503,0.8035242689710771
54,Lamp5.Lhx6,4,0.8809236977216558,0.7236744016917283
55,Lamp5,0,0.8580313482941712,0.7343970133400438
56,Lamp5,1,0.8757090881290284,0.6761059750360292
57,Lamp5,2,0.9218090440354861,0.5625451701323216
58,Lamp5,3,0.8610338523149793,0.7453918317657952
59,Lamp5,4,0.8615955732629446,0.7661755050135624
60,Pax6,0,0.9507771201421237,0.7269560444174716
61,Pax6,1,0.7958496868191096,0.7730692984457515
62,Pax6,2,0.8579255667889121,0.744397656974822
63,Pax6,3,0.8820266056868479,0.7278788361177789
64,Pax6,4,0.8711150862851054,0.6538759137502203
65,Pvalb,0,0.8907635624277163,0.8484419068231326
66,Pvalb,1,0.81901260900221,0.8084259403078289
67,Pvalb,2,0.8795665189118728,0.7872877553751528
68,Pvalb,3,0.8545473174196793,0.7043834280470226
69,Pvalb,4,0.8857410081809004,0.6139133185085439
70,Sncg,0,0.8880730331577218,0.7328509089809399
71,Sncg,1,0.8957168881887552,0.6650872595589291
72,Sncg,2,0.8573344820017376,0.6945307595889343
73,Sncg,3,0.8705455140307756,0.8213810242575037
74,Sncg,4,0.8832696527800448,0.71999252253196
75,Sst,0,0.8606773266082491,0.8462956543589328
76,Sst,1,0.8803366021988984,0.7222322112923462
77,Sst,2,0.8973704475986471,0.6852871391844941
78,Sst,3,0.8649256160100067,0.6833680139305139
79,Sst,4,0.843640197463753,0.8508948875293092
80,Vip,0,0.8586111023961807,0.8913714219197633
81,Vip,1,0.9399673258058435,0.6441022298842847
82,Vip,2,0.8938412456972962,0.6153660111888564
83,Vip,3,0.8921702019375573,0.8461864643704133
84,Vip,4,0.9281637205122395,0.7672079833543289
