,Cell Type,Fold,AUPRC,Validation AUPRC
0,Chandelier,0,0.05713675432052002,0.05735929001968029
1,Chandelier,1,0.0786121693172884,0.04782377305097691
2,Chandelier,2,0.05714156833718044,0.09018734350250764
3,Chandelier,3,0.06391975612546473,0.041037037805275275
4,Chandelier,4,0.05485644475258965,0.060675884078508505
5,L2.3.IT,0,0.04572602907910563,0.1597107775065142
6,L2.3.IT,1,0.08305728808619989,0.07196852600797238
7,L2.3.IT,2,0.07626352962602587,0.03652319037481639
8,L2.3.IT,3,0.07951477052985943,0.040376480611429386
9,L2.3.IT,4,0.09149573021930947,0.06593525210670048
10,L4.IT,0,0.07860162340820913,0.04911308669527327
11,L4.IT,1,0.06415387617114673,0.043976986652726556
12,L4.IT,2,0.05728571324816265,0.048250518987940874
13,L4.IT,3,0.05139179515265218,0.0849320380193793
14,L4.IT,4,0.05666750290284421,0.05565147276703382
15,L5.6.NP,0,0.06257662560928931,0.055481292095815066
16,L5.6.NP,1,0.04439438035280074,0.053597521537159076
17,L5.6.NP,2,0.08953911708159434,0.07411190184268754
18,L5.6.NP,3,0.09607156416369181,0.04226596292726226
19,L5.6.NP,4,0.11319033769525305,0.05033939526814457
20,L5.ET,0,0.07612248756369895,0.06853479223474551
21,L5.ET,1,0.060280803830648794,0.15621003199053263
22,L5.ET,2,0.10434844531762716,0.05568629904623626
23,L5.ET,3,0.04862813686706383,0.04895345268767321
24,L5.ET,4,0.06418910558554786,0.075546990068844
25,L5.IT,0,0.06167137930212298,0.036609068578698535
26,L5.IT,1,0.0681699733866788,0.03876404301096924
27,L5.IT,2,0.09731427876110932,0.07175255734766686
28,L5.IT,3,0.04932460965294013,0.11047131986002792
29,L5.IT,4,0.04719244876938769,0.062132713474032895
30,L6.CT,0,0.04841723901857148,0.04186490552991699
31,L6.CT,1,0.06036584402226615,0.0399563354764433
32,L6.CT,2,0.05658369796653912,0.049134385613268536
33,L6.CT,3,0.05446816744058752,0.02827566816678328
34,L6.CT,4,0.0406357274552665,0.06263406922940074
35,L6.IT.Car3,0,0.05114077203459519,0.04456337969294612
36,L6.IT.Car3,1,0.052451907316963864,0.04712653789683682
37,L6.IT.Car3,2,0.05387407354502001,0.01596766606698189
38,L6.IT.Car3,3,0.05156612177784602,0.05736852988321231
39,L6.IT.Car3,4,0.03834559895997798,0.07487637784559542
40,L6.IT,0,0.11280418545939096,0.06204819277108434
41,L6.IT,1,0.0494994637971302,0.08990245663810623
42,L6.IT,2,0.08947254844300806,0.10708918590803228
43,L6.IT,3,0.12672885868532818,0.27835672392124006
44,L6.IT,4,0.11851234272439053,0.07255284701523713
45,L6b,0,0.0668918054315732,0.03634022784793968
46,L6b,1,0.05062662749199618,0.20999835239915174
47,L6b,2,0.06285637971283144,0.059414603861947315
48,L6b,3,0.07935107321459149,0.055443767180964075
49,L6b,4,0.07920187082119041,0.07232938661639758
50,Lamp5.Lhx6,0,0.06625138339004738,0.026722106045000735
51,Lamp5.Lhx6,1,0.054162842878852785,0.05350458774927999
52,Lamp5.Lhx6,2,0.05522171339699255,0.04664546581083466
53,Lamp5.Lhx6,3,0.04829200443476011,0.0565481598162688
54,Lamp5.Lhx6,4,0.051247434395999034,0.047546977672969115
