,Cell Type,Fold,AUPRC,Validation AUPRC
0,astro,0,0.040004315495866256,0.025908604116494524
1,astro,1,0.04151225863109176,0.021920150281267245
2,astro,2,0.025200542776717513,0.02180645147418063
3,astro,3,0.02518145331030239,0.027476101600797664
4,astro,4,0.02686259596309867,0.018613009413338415
5,endo,0,0.02345273294523475,0.025498683375421487
6,endo,1,0.030727260477604282,0.044805140431392956
7,endo,2,0.035013724906561156,0.03409143922028338
8,endo,3,0.04406633648332044,0.023489953023376333
9,endo,4,0.03638809733387156,0.030009080193035227
10,excitatory,0,0.029616332149822552,0.011934129631639373
11,excitatory,1,0.029114500445253426,0.02409791421146097
12,excitatory,2,0.10485622004374315,0.044394653777128465
13,excitatory,3,0.034826372107726884,0.02097770798189256
14,excitatory,4,0.058640419894410184,0.019095389139603493
15,inhibitory,0,0.03792882995021085,0.00898822580225592
16,inhibitory,1,0.07341303618167491,0.02777925183768555
17,inhibitory,2,0.09040833563028208,0.04414573825168638
18,inhibitory,3,0.06378489530193546,0.0483654130955066
19,inhibitory,4,0.0673610216642879,0.01580864112786362
20,micro,0,0.031491438593878165,0.022854752629796186
21,micro,1,0.032645293061141015,0.035510523164509755
22,micro,2,0.03314498084451359,0.020238565852292115
23,micro,3,0.04175936458302737,0.021641563375053612
24,micro,4,0.0399958423735922,0.027881560359479356
25,oligo,0,0.03304349069242533,0.028123931589260853
26,oligo,1,0.050336512011909876,0.025692150544478834
27,oligo,2,0.03634117399382567,0.011562043019141953
28,oligo,3,0.045997781074746016,0.027238113960202197
29,oligo,4,0.028523044712809944,0.02191339930141905
30,opc,0,0.027165549985827868,0.028167871613711554
31,opc,1,0.03351001627401004,0.020438980438565242
32,opc,2,0.025843358564441223,0.02273951405461352
33,opc,3,0.04863401817145115,0.023448458267183527
34,opc,4,0.03183237120591148,0.027895588622903596
35,vlmc,0,0.022762469899979855,0.03360476509280115
36,vlmc,1,0.033819161876669446,0.012148411356211298
37,vlmc,2,0.02592718097420238,0.03170830303419979
38,vlmc,3,0.03679994531352079,0.024451066837713625
39,vlmc,4,0.02656452994882611,0.013705782111977125
