,Cell Type,Fold,AUPRC,Validation AUPRC
0,Chandelier,0,0.31043890830788123,0.26431159420289857
1,Chandelier,1,0.3888067472784147,-0.0
2,Chandelier,2,0.4488043979434609,0.3792625745950554
3,Chandelier,3,0.45415821583739036,0.19003831417624523
4,Chandelier,4,0.49000256231794626,0.17856011091305207
5,L2.3.IT,0,0.3911806551334256,0.3333333333333333
6,L2.3.IT,1,0.4175933942600609,0.16604010025062654
7,L2.3.IT,2,0.3741023844133892,0.16666666666666666
8,L2.3.IT,3,0.3096342020659939,0.16602564102564105
9,L2.3.IT,4,0.347318830114529,0.4658119658119658
10,L4.IT,0,0.7434908319649698,0.225
11,L4.IT,1,0.5724489795918368,0.45606060606060606
12,L4.IT,2,0.5541953698475438,0.625
13,L4.IT,3,0.4682032128958483,0.75
14,L4.IT,4,0.42953855618432424,0.07142857142857142
15,L5.6.NP,0,0.5693109158368156,0.6845238095238095
16,L5.6.NP,1,0.6124313086269608,0.7916666666666666
17,L5.6.NP,2,0.6390631782011091,0.625
18,L5.6.NP,3,0.7759543486816214,0.2591269841269841
19,L5.6.NP,4,0.7891907593520495,0.3666666666666667
20,L5.ET,0,0.37021232935913206,0.575
21,L5.ET,1,0.46219622436774815,0.4089285714285714
22,L5.ET,2,0.6736962902521908,0.15263157894736842
23,L5.ET,3,0.49025828982513614,0.07142857142857142
24,L5.ET,4,0.4276243099508513,0.5037037037037038
25,L5.IT,0,0.27889163133276784,0.1856060606060606
26,L5.IT,1,0.42446054518086107,0.14646464646464646
27,L5.IT,2,0.47384321152703507,0.3818033273915627
28,L5.IT,3,0.4849317216209821,0.16984126984126985
29,L5.IT,4,0.29154290441325853,0.18123885918003566
30,L6.CT,0,0.5060798744266486,0.38819444444444445
31,L6.CT,1,0.6891420047538561,0.07142857142857142
32,L6.CT,2,0.6071085398187233,0.225
33,L6.CT,3,0.5461579423530611,0.45276292335115864
34,L6.CT,4,0.40141391060675163,0.6242424242424243
35,L6.IT.Car3,0,0.5750403518050577,0.047619047619047616
36,L6.IT.Car3,1,0.47414136286170183,0.22142857142857142
37,L6.IT.Car3,2,0.30045613948427247,0.26703296703296703
38,L6.IT.Car3,3,0.33065591740622335,0.1864801864801865
39,L6.IT.Car3,4,0.3674072335823939,0.4843304843304843
40,L6.IT,0,0.5337567090316102,1.0
41,L6.IT,1,0.6081900333001261,0.13942307692307693
42,L6.IT,2,0.3974271140291096,0.6
43,L6.IT,3,0.7013595779220779,0.322069107363225
44,L6.IT,4,0.4843017660977463,0.1111111111111111
45,L6b,0,0.466315557937075,0.1111111111111111
46,L6b,1,0.7545892556324864,0.043478260869565216
47,L6b,2,0.516962481962482,0.4797619047619047
48,L6b,3,0.48693239407525113,0.1582251082251082
49,L6b,4,0.4581661983622768,0.394978354978355
50,Lamp5.Lhx6,0,0.19680011521779323,-0.0
51,Lamp5.Lhx6,1,0.3464222595650698,0.16092775041050902
52,Lamp5.Lhx6,2,0.2164540121396687,0.4603703703703704
53,Lamp5.Lhx6,3,0.3436424417882269,0.15061327561327562
54,Lamp5.Lhx6,4,0.2101760231859022,0.1654516507457684
55,Lamp5,0,0.2909813255044922,0.3379723502304147
56,Lamp5,1,0.33940703627061586,0.20331890331890332
57,Lamp5,2,0.3104407043084923,0.1759259259259259
58,Lamp5,3,0.3281049439620134,0.11858974358974358
59,Lamp5,4,0.32588997241370365,0.11527777777777777
60,Pax6,0,0.4454441476276565,0.2842857142857143
61,Pax6,1,0.40231458471237824,0.33027950310559007
62,Pax6,2,0.5790901669392121,0.10202623494219419
63,Pax6,3,0.6145877743800192,0.4869047619047619
64,Pax6,4,0.5902241368657222,0.13179487179487182
65,Pvalb,0,0.22711443146225754,0.20487711213517665
66,Pvalb,1,0.316492894202031,0.06971153846153846
67,Pvalb,2,0.23118278350476495,0.1388888888888889
68,Pvalb,3,0.3594898695561355,0.08496732026143791
69,Pvalb,4,0.40323309730234586,0.29166666666666663
70,Sncg,0,0.32552598569495567,0.24334273182957394
71,Sncg,1,0.3187320921277825,0.07142857142857142
72,Sncg,2,0.2561475538232963,0.19166666666666665
73,Sncg,3,0.45564892623716147,0.4429429355474247
74,Sncg,4,0.3260219974902192,0.11011904761904762
75,Sst,0,0.45647507664749043,0.25653846153846155
76,Sst,1,0.27093322864449626,0.54
77,Sst,2,0.3648496042245334,0.08333333333333333
78,Sst,3,0.3909568370742613,0.3595238095238095
79,Sst,4,0.1310361739665835,0.09974747474747475
80,Vip,0,0.23298532892224982,0.09808612440191387
81,Vip,1,0.31571365884909586,0.3333333333333333
82,Vip,2,0.28999425996229067,0.11491841491841492
83,Vip,3,0.21906524060612112,0.22619047619047616
84,Vip,4,0.2843876191062892,0.16960188933873144
85,astro,0,0.5244839565444052,0.17488512949039264
86,astro,1,0.39976173078282423,0.5603070175438596
87,astro,2,0.2285460188190815,0.7355555555555555
88,astro,3,0.40446445433044875,0.0625
89,astro,4,0.30403839996820875,0.017427884615384616
90,endo,0,0.3302676564411684,0.6293650793650793
91,endo,1,0.3484485109231128,0.34022898196811235
92,endo,2,0.3574295793803892,0.23468380110781387
93,endo,3,0.11200860393261168,0.6018939393939394
94,endo,4,0.4539104695875816,0.12102704987320373
95,micro,0,0.44186681441076386,0.4733980855855856
96,micro,1,0.39900404945409795,0.3682539682539683
97,micro,2,0.2954368174823906,0.09751461988304093
98,micro,3,0.3847951764188303,0.18253968253968253
99,micro,4,0.6193766626012543,0.3285467456520088
100,oligo,0,0.28726816846011904,0.10767192044281827
101,oligo,1,0.20957670915934407,0.049513033096971956
102,oligo,2,0.19845299356966883,0.22351349405786008
103,oligo,3,0.3067092690626482,0.07361179908856746
104,oligo,4,0.12783956587647868,0.07262712705507837
105,opc,0,0.2664304597482337,0.09114959114959115
106,opc,1,0.08542091437819763,0.06417972468957961
107,opc,2,0.2954595428276809,0.12425595238095238
108,opc,3,0.5527028746268107,0.12113997113997113
109,opc,4,0.18789414738955823,0.11836917562724014
110,vlmc,0,0.45995322201088557,0.16772978555373308
111,vlmc,1,0.652059919273594,0.060606432514761666
112,vlmc,2,0.4211494866311311,0.15872331691297206
113,vlmc,3,0.27531045605871385,0.9102564102564102
114,vlmc,4,0.5565501974118111,0.4972395523866112
