,Cell Type,Fold,AUPRC,Validation AUPRC
0,astro,0,0.10186812431171229,0.0825606314910971
1,astro,1,0.1368875291286564,0.13185544322074327
2,astro,2,0.12289976872358455,0.10234585476147955
3,astro,3,0.12085666073783732,0.10615226471506203
4,astro,4,0.10985886975136301,0.10480236178299018
5,endo,0,0.14436227733657697,0.14049303850425088
6,endo,1,0.1688417529342286,0.1343745442643117
7,endo,2,0.1650421164703994,0.121431962826785
8,endo,3,0.14019173355875825,0.17024273962927666
9,endo,4,0.13388673455767167,0.12780401588802717
10,excitatory,0,0.13692090193327036,0.11661599151630468
11,excitatory,1,0.11724013702018052,0.10544463535578152
12,excitatory,2,0.16580908684095974,0.13772904447459547
13,excitatory,3,0.13992745391476913,0.12762361223299543
14,excitatory,4,0.1518495923748883,0.1381465066038189
15,micro,0,0.1556613963923309,0.20347294302627705
16,micro,1,0.1358468252243423,0.14134521796261845
17,micro,2,0.16718270900761623,0.13317869573172902
18,micro,3,0.16582363961794513,0.12970821420859482
19,micro,4,0.1780017010018742,0.2023201299496757
20,oligo,0,0.12913575997323318,0.17216617102471396
21,oligo,1,0.1365880612852129,0.12023518775408142
22,oligo,2,0.14448157378458712,0.1485855440149633
23,oligo,3,0.14064207441542942,0.12415297454848052
24,oligo,4,0.14770627832989153,0.12587880476580238
25,opc,0,0.11538348901750312,0.09653483285928567
26,opc,1,0.13704223304741514,0.11976902294788232
27,opc,2,0.1264188358153474,0.12516076192726108
28,opc,3,0.1345487180622405,0.14490611372546555
29,opc,4,0.11613097224880187,0.15994194095766953
30,vlmc,0,0.09335292583963417,0.11815353782567195
31,vlmc,1,0.0909213960459774,0.14792752246389268
32,vlmc,2,0.12386370730960275,0.085924246189337
33,vlmc,3,0.11730630971479611,0.12453889065832983
34,vlmc,4,0.10989861685281531,0.07794886075162877
