,Cell Type,Fold,AUPRC,Validation AUPRC
0,astro,0,0.02895320648395114,0.023182075467634938
1,astro,1,0.042020704519722576,0.025016906430875507
2,astro,2,0.036377472599584196,0.02462178031908279
3,astro,3,0.024566138454123934,0.059521853690431885
4,astro,4,0.028791612359829022,0.017348760210741068
5,endo,0,0.03391706797324775,0.03181926684301412
6,endo,1,0.05403274926359676,0.04622719711168516
7,endo,2,0.032531506432683654,0.030163057424684243
8,endo,3,0.0446416026064733,0.015642767770989965
9,endo,4,0.030199557690468472,0.01658845877829741
10,excitatory,0,0.0543597302890765,0.016394887240772413
11,excitatory,1,0.03656830765697184,0.06860112817454458
12,excitatory,2,0.061185499466237206,0.027108722142810668
13,excitatory,3,0.07674658595676598,0.017347658625645385
14,excitatory,4,0.05082195257791671,0.04307441304391585
15,inhibitory,0,0.05214096178614243,0.01328253061342382
16,inhibitory,1,0.03934878390471304,0.02287492440669698
17,inhibitory,2,0.017583464416874105,0.01878235287475039
18,inhibitory,3,0.04750417773287743,0.004623193900332786
19,inhibitory,4,0.0432616524676739,0.02475729861907642
20,micro,0,0.030773642914488537,0.033916680906761816
21,micro,1,0.02397569822793426,0.027454289969080583
22,micro,2,0.023645151419714745,0.032505884287259736
23,micro,3,0.026458323540132396,0.012939992978488305
24,micro,4,0.023897908488328116,0.030668939313566127
25,oligo,0,0.029878954038504088,0.023212578193456262
26,oligo,1,0.025936696509417847,0.034816207929924035
27,oligo,2,0.02260924086628255,0.014254248762366525
28,oligo,3,0.03597740141420154,0.01562222059334736
29,oligo,4,0.03806248539381847,0.017456018741528394
30,opc,0,0.032480295980636245,0.027710047371969908
31,opc,1,0.031658446904657016,0.015228606742624093
32,opc,2,0.033469247031146065,0.019914284328432525
33,opc,3,0.055095961955232614,0.03159170450040322
34,opc,4,0.02904047787909264,0.0376606065700832
35,vlmc,0,0.031323505153928274,0.027770804226774172
36,vlmc,1,0.02854648420480773,0.022412333918007003
37,vlmc,2,0.03235502477436627,0.01926414666338226
38,vlmc,3,0.030229619517167704,0.04259084981405223
39,vlmc,4,0.025977551647246404,0.07617343057676765
