,Cell Type,Fold,AUPRC,Validation AUPRC
0,Chandelier,0,0.029225442785456215,0.04668867020854539
1,Chandelier,1,0.028850307161753918,0.0440032566846267
2,Chandelier,2,0.032468236895017405,0.03867383727036963
3,Chandelier,3,0.027189117464986666,0.01852930303781234
4,Chandelier,4,0.03786258656449504,0.021831343270587694
5,L2.3.IT,0,0.02386075661641132,0.027361468499265924
6,L2.3.IT,1,0.03785235332165664,0.021401484723401466
7,L2.3.IT,2,0.024491058322271685,0.03211764310087659
8,L2.3.IT,3,0.029780900453492187,0.040044192535270993
9,L2.3.IT,4,0.03626596352356788,0.034250823033720554
10,L4.IT,0,0.03268840999979973,0.03781382161282286
11,L4.IT,1,0.03118264264386871,0.044933708841159936
12,L4.IT,2,0.026677278893359708,0.061637608100349996
13,L4.IT,3,0.029365484833301717,0.04961025291351304
14,L4.IT,4,0.02342729551253192,0.03608405215950472
15,L5.6.NP,0,0.02553911334993414,0.04311993595036541
16,L5.6.NP,1,0.026168117151630796,0.022134044396550173
17,L5.6.NP,2,0.02511652708623614,0.029948160858527646
18,L5.6.NP,3,0.029781323888832707,0.05144513390779372
19,L5.6.NP,4,0.025561978939442172,0.016420803610395072
20,L5.ET,0,0.031490582941637466,0.02840050677577781
21,L5.ET,1,0.02418011164534194,0.020893387108587336
22,L5.ET,2,0.028505638097774476,0.0262123666065035
23,L5.ET,3,0.02551232872025785,0.03372017882814152
24,L5.ET,4,0.025940792295168116,0.03142620477465616
25,L5.IT,0,0.02848422716053199,0.0385016911099251
26,L5.IT,1,0.03371061975233082,0.038987527887380226
27,L5.IT,2,0.02746047569617222,0.03573641823788837
28,L5.IT,3,0.03306319480214752,0.02284577890354586
29,L5.IT,4,0.026375460730826125,0.03975890167633647
30,L6.CT,0,0.029142428941717268,0.03147829434006572
31,L6.CT,1,0.02870811559925948,0.11673918147554926
32,L6.CT,2,0.038420281302422185,0.050291140309717514
33,L6.CT,3,0.03398979961933199,0.027360737461163163
34,L6.CT,4,0.0447960958003116,0.03477206533013384
35,L6.IT.Car3,0,0.02481264990201234,0.030668451730211054
36,L6.IT.Car3,1,0.03676441607281244,0.020934512197014372
37,L6.IT.Car3,2,0.027282902568097053,0.020515815973331235
38,L6.IT.Car3,3,0.02597587053022885,0.05343132968428021
39,L6.IT.Car3,4,0.02576622373691776,0.0229460076851532
40,L6.IT,0,0.03885265280084961,0.02605330469658597
41,L6.IT,1,0.02176690565934232,0.04006163234928839
42,L6.IT,2,0.024691290455016057,0.028687523553958937
43,L6.IT,3,0.025819901693265083,0.028444337705702698
44,L6.IT,4,0.02048173923756889,0.032278679293916035
45,L6b,0,0.028411992189365028,0.026852104657264137
46,L6b,1,0.03043594297776891,0.03679898166745438
47,L6b,2,0.03649472531130797,0.03280988222931468
48,L6b,3,0.027219634820155922,0.029219411351386095
49,L6b,4,0.031023621805732635,0.02107969406608818
50,Lamp5.Lhx6,0,0.039267366886313874,0.02179493399907264
51,Lamp5.Lhx6,1,0.028060032777886934,0.046308194926091506
52,Lamp5.Lhx6,2,0.034718395029213145,0.056025681094787685
53,Lamp5.Lhx6,3,0.04228652998600799,0.04278401075677521
54,Lamp5.Lhx6,4,0.02703157987261242,0.02234503159892058
55,Lamp5,0,0.029300643583575203,0.0218194033669692
56,Lamp5,1,0.030285938914965466,0.019613303716073144
57,Lamp5,2,0.023157074261318064,0.034459686049219444
58,Lamp5,3,0.023535034466081003,0.04529962354100765
59,Lamp5,4,0.02591154387448186,0.034394975974640495
60,Pax6,0,0.024629790386440583,0.023048156190741218
61,Pax6,1,0.027235655675370896,0.08209974119799485
62,Pax6,2,0.028970521739415493,0.027524865254478528
63,Pax6,3,0.030143974193877446,0.026610913206331466
64,Pax6,4,0.04227545518305964,0.014059118775687877
65,Pvalb,0,0.03148695595965351,0.03829444723063374
66,Pvalb,1,0.02521913186064145,0.02501347698162536
67,Pvalb,2,0.05096426127028296,0.044778850075785914
68,Pvalb,3,0.03414921444512981,0.0496593645401407
69,Pvalb,4,0.04375703518154461,0.06576115802639039
70,Sncg,0,0.031333159441151816,0.028377151425430874
71,Sncg,1,0.040936740106764555,0.09167212768405407
72,Sncg,2,0.03417904328687314,0.03976566683197512
73,Sncg,3,0.03302995119270038,0.06346340310088164
74,Sncg,4,0.06228541798413033,0.04747282286962313
75,Sst,0,0.022960820978520816,0.022676316977162346
76,Sst,1,0.03167684567213509,0.03877728468473525
77,Sst,2,0.02477082695719008,0.026291632861902853
78,Sst,3,0.02723629144728612,0.03809938807682117
79,Sst,4,0.028108100522936743,0.011280637902304779
80,Vip,0,0.033466927962339174,0.050184507443802394
81,Vip,1,0.03980773552550862,0.024956509460000893
82,Vip,2,0.03427572430195,0.036470614971119766
83,Vip,3,0.03984024418903602,0.07084542917604292
84,Vip,4,0.03656689221927628,0.05632111016999714
