,Cell Type,Fold,AUPRC,Validation AUPRC
0,Chandelier,0,0.12785743359471913,0.1884817869691525
1,Chandelier,1,0.141073548896839,0.15212452489863754
2,Chandelier,2,0.15425937169334597,0.12216280440918785
3,Chandelier,3,0.15002847184532422,0.11242859517461766
4,Chandelier,4,0.1339704101584947,0.14313532684457092
5,L2.3.IT,0,0.14904388057653814,0.11001230189170887
6,L2.3.IT,1,0.14532820234735816,0.2562149123155575
7,L2.3.IT,2,0.1567069532747288,0.11974527908891382
8,L2.3.IT,3,0.1643250757898836,0.17795595685890328
9,L2.3.IT,4,0.14542004620157972,0.211873141612281
10,L4.IT,0,0.13415875761983054,0.12870606576215154
11,L4.IT,1,0.13780487642459124,0.17156901009020556
12,L4.IT,2,0.12544685032256125,0.11190463264601493
13,L4.IT,3,0.12953347312290686,0.09836933433850968
14,L4.IT,4,0.13257882365098073,0.13229695581960604
15,L5.6.NP,0,0.14646014525604603,0.159420192625924
16,L5.6.NP,1,0.1450767251255367,0.15492127705611558
17,L5.6.NP,2,0.16031219320892123,0.13041952578992935
18,L5.6.NP,3,0.15935537883122822,0.1587350730940521
19,L5.6.NP,4,0.1757959891762122,0.12329836316160411
20,L5.ET,0,0.15157929437538728,0.14060384913566248
21,L5.ET,1,0.1328554365549857,0.1280055167918141
22,L5.ET,2,0.152494332250384,0.1415006427927703
23,L5.ET,3,0.1582175277623743,0.11354128767924529
24,L5.ET,4,0.15653642975138815,0.09662201901040732
25,L5.IT,0,0.14020054359729828,0.165050342864086
26,L5.IT,1,0.14072979609035022,0.11986940984515373
27,L5.IT,2,0.15016306284007142,0.1267164280636361
28,L5.IT,3,0.1491825181614739,0.14798203104872015
29,L5.IT,4,0.13909303572663398,0.11696151944816253
30,L6.CT,0,0.1246579890066671,0.18502694815423076
31,L6.CT,1,0.15222501328331306,0.14427087741656955
32,L6.CT,2,0.13750566066211112,0.13069496761568217
33,L6.CT,3,0.15602645557355138,0.11936171063634199
34,L6.CT,4,0.12050262452399588,0.10684724483442909
35,L6.IT.Car3,0,0.13899310408700333,0.1471995219397494
36,L6.IT.Car3,1,0.1612555658492809,0.1525037879986521
37,L6.IT.Car3,2,0.1469990583678717,0.15207164415541885
38,L6.IT.Car3,3,0.14159161749280177,0.1614129044194122
39,L6.IT.Car3,4,0.16512317275255484,0.11893545779254763
40,L6.IT,0,0.16709474472904642,0.186211924431515
41,L6.IT,1,0.19662926442091777,0.18484851253400258
42,L6.IT,2,0.23305111451460786,0.11756945278071335
43,L6.IT,3,0.21872285525146157,0.16610068699446934
44,L6.IT,4,0.18628912344557966,0.25471030452562726
45,L6b,0,0.15912297152675192,0.13019269209852813
46,L6b,1,0.14641926808092848,0.21928107160969126
47,L6b,2,0.16712734301512935,0.13688748162372635
48,L6b,3,0.16401171050297333,0.17883163556928117
49,L6b,4,0.16057901029633964,0.15638374167186198
50,Lamp5.Lhx6,0,0.13847080020479532,0.1459444657049807
51,Lamp5.Lhx6,1,0.13954392095480667,0.16036125566096718
52,Lamp5.Lhx6,2,0.1363152806106375,0.11558973645745993
53,Lamp5.Lhx6,3,0.14883379693722554,0.12754202545793575
54,Lamp5.Lhx6,4,0.13313650907797514,0.15118457453835382
55,Lamp5,0,0.1432750365121937,0.1847243500474507
56,Lamp5,1,0.15530143469646368,0.17261058557568432
57,Lamp5,2,0.1528671757649049,0.16433517822696775
58,Lamp5,3,0.16733234940985753,0.11365437297372774
59,Lamp5,4,0.1432523424307467,0.16528445880193782
60,Pax6,0,0.11963298107424736,0.17630011004777743
61,Pax6,1,0.1234982370523031,0.16893490328124025
62,Pax6,2,0.14190950022137735,0.11656200160906785
63,Pax6,3,0.14076106406345734,0.0811048366415002
64,Pax6,4,0.14811856255683264,0.10112948720367386
65,Pvalb,0,0.12681996158086117,0.09755454048097498
66,Pvalb,1,0.13606849327294165,0.0959644734502483
67,Pvalb,2,0.12983652971568604,0.11299777102262236
68,Pvalb,3,0.11815380411723801,0.13431825798573802
69,Pvalb,4,0.12253728005344541,0.14253910836793396
70,Sncg,0,0.1282047248838838,0.133824257705955
71,Sncg,1,0.15621673395387956,0.10352347223097334
72,Sncg,2,0.12956664331788517,0.13390665861456363
73,Sncg,3,0.12883689661474101,0.12071870539260572
74,Sncg,4,0.12620354063490766,0.12327614082123312
75,Sst,0,0.13901351371295456,0.1239238160013808
76,Sst,1,0.13195925130441602,0.13688902155005192
77,Sst,2,0.13503957061831484,0.11612055616071765
78,Sst,3,0.12385307697632303,0.18958219307861873
79,Sst,4,0.15745793245158995,0.11200544443687949
80,Vip,0,0.1449983512844741,0.1215881762484202
81,Vip,1,0.13781114934751185,0.13524326813721652
82,Vip,2,0.14778024681919977,0.15235334351184493
83,Vip,3,0.13736275273018753,0.1475063351495179
84,Vip,4,0.14612839020443122,0.14816968222501403
85,astro,0,0.1832644825535321,0.17134145941515724
86,astro,1,0.16239819823653126,0.14924625612239475
87,astro,2,0.15494143586491224,0.14821649473476445
88,astro,3,0.19316471809287322,0.1855591734416085
89,astro,4,0.16610262399423167,0.1702351326082327
90,endo,0,0.15501775539776338,0.1691585626521254
91,endo,1,0.16011207224068663,0.18248806690741795
92,endo,2,0.15545340698060475,0.15464865773733072
93,endo,3,0.15821568990311552,0.11915712131246567
94,endo,4,0.17181304959090712,0.164159383112151
95,micro,0,0.18286734665386964,0.21358834662714993
96,micro,1,0.20215475628421692,0.1423585651180798
97,micro,2,0.19702890152696997,0.1348197640189533
98,micro,3,0.17734604070394344,0.24647231118892576
99,micro,4,0.18026609243581912,0.21255532691304818
100,oligo,0,0.16162399705408018,0.19494325030901014
101,oligo,1,0.16615174722053805,0.15484502825838198
102,oligo,2,0.16654126952707865,0.17032412128823
103,oligo,3,0.17973505086652236,0.15825780577615536
104,oligo,4,0.16447761113049483,0.18763121994382284
105,opc,0,0.16636745004908451,0.16369740627786222
106,opc,1,0.1736458369708169,0.18968446605038647
107,opc,2,0.16115193696155192,0.2320312220777438
108,opc,3,0.18033534552595198,0.1596212457846604
109,opc,4,0.17158591692190614,0.11533499326932159
110,vlmc,0,0.1447522936118095,0.12300668400062234
111,vlmc,1,0.15140625737339625,0.16847408335137992
112,vlmc,2,0.13673173781564324,0.14317909397411374
113,vlmc,3,0.1563728495816133,0.1261900953218727
114,vlmc,4,0.1625392751788087,0.13526960821906991
