,Cell Type,Fold,AUPRC,Validation AUPRC
0,astro,0,0.030076512207265732,0.028131618760039785
1,astro,1,0.0338132250153974,0.0311158008885601
2,astro,2,0.02463817017072717,0.017045743156714973
3,astro,3,0.024816624669007015,0.011326808467586807
4,astro,4,0.023441875405232855,0.020368450905507464
5,endo,0,0.034304116749542535,0.04358760729105374
6,endo,1,0.04249303013252506,0.026148625978852126
7,endo,2,0.0382497032346652,0.030927854557224244
8,endo,3,0.06447608998419702,0.02425881464330364
9,endo,4,0.04033936895745795,0.021496403929928957
10,excitatory,0,0.04593170214080988,0.01907795403351327
11,excitatory,1,0.03771519505017005,0.02375713066866842
12,excitatory,2,0.07197788347774924,0.024121010907214274
13,excitatory,3,0.05620929556160531,0.02182959115274435
14,excitatory,4,0.041706943151363814,0.07365885690842443
15,inhibitory,0,0.08038345658869347,0.012410694100997792
16,inhibitory,1,0.06395951882700093,0.009828328888089901
17,inhibitory,2,0.04652380901482044,0.021608649806330784
18,inhibitory,3,0.08868190735944671,0.004085666952116464
19,inhibitory,4,0.07128445062038498,0.024789215713633125
20,micro,0,0.034869860241732796,0.05833779287819153
21,micro,1,0.027968651658103937,0.017340218007693323
22,micro,2,0.023262403066317675,0.028192311951144015
23,micro,3,0.03371264628063457,0.01543098786911056
24,micro,4,0.023996637583791475,0.017457090725350295
25,oligo,0,0.03855835818279704,0.022002928680510243
26,oligo,1,0.025028614097653997,0.020866520291511495
27,oligo,2,0.025954480798603394,0.021460563528470356
28,oligo,3,0.03891603361823973,0.014993197454234324
29,oligo,4,0.029275074494251627,0.019478906115625333
30,opc,0,0.036260379855444794,0.026057026225870472
31,opc,1,0.04515455190168152,0.02428064506482287
32,opc,2,0.048514147001326856,0.028265031583380777
33,opc,3,0.03823796520239413,0.022695947711948217
34,opc,4,0.027667201941274585,0.02898258446067766
35,vlmc,0,0.03935190200476024,0.024002029626075824
36,vlmc,1,0.02557817496347122,0.015133116041086078
37,vlmc,2,0.030025094855901293,0.016152622318236262
38,vlmc,3,0.04290013172272217,0.02968918228090485
39,vlmc,4,0.027202193871057875,0.035754082126675156
